-1,-1,8,7,7,8,8,1,7,7,8,7,
-1,-1,8,7,7,8,8,-1,7,7,8,7,
8,8,-1,-1,5,-1,5,8,-1,5,8,3,
7,7,-1,-1,5,2,5,-1,2,5,-1,-1,
7,7,5,5,-1,-1,5,-1,5,-1,8,5,
8,8,-1,2,-1,-1,-1,8,2,4,8,3,
8,8,5,5,5,-1,-1,8,5,-1,8,5,
1,-1,8,-1,-1,8,8,-1,-1,4,8,3,
7,7,-1,2,5,2,5,-1,-1,5,-1,10,
7,7,5,5,-1,4,-1,4,5,-1,8,5,
8,8,8,-1,8,8,8,8,-1,8,-1,-1,
7,7,3,-1,5,3,5,3,10,5,-1,-1,
